Bag_Tag_ID,Flight_Number,Damage_Reported_Flag,Damage_Claim_Type,Damage_Reported_Time,Flight_Arrival_Time,Zone_of_Damage,Baggage_Type,Time_To_Report_Damage,Repeat_Zone_Incidents,Calculated_Time_To_Report_Damage,Is_Damaged_Bag,Damage_Reported_Hour,Damage_Reported_Day_of_Week,Damage_Report_Lag_Category
B0000138,SQ435,1,Broken Wheel,2025-07-16 15:26:11,2025-07-16 15:00:00,Transfer Baggage Re-Check,Fragile,26.183333333333334,492,26.183333333333334,1,15,2,Quick (6-30 min)
B0000139,LH630,1,Scratches/Scuffs,2025-07-16 22:33:03,2025-07-16 21:49:00,Arrival Baggage Claim Belt,Hard Shell,44.05,497,44.05,1,22,2,Delayed (30+ min)
B0000140,BA767,1,Broken Wheel,2025-07-16 17:28:58,2025-07-16 16:56:00,Check-in Counter/Baggage Drop,Regular,32.96666666666667,495,32.96666666666667,1,17,2,Delayed (30+ min)
B0000141,SQ947,1,Broken Wheel,2025-07-16 19:12:23,2025-07-16 18:29:00,Baggage Sorting System,Regular,43.38333333333333,499,43.38333333333333,1,19,2,Delayed (30+ min)
B0000142,EK782,1,Scratches/Scuffs,2025-07-16 18:35:00,2025-07-16 17:59:00,Transfer Baggage Re-Check,Fragile,36.0,492,36.0,1,18,2,Delayed (30+ min)
B0000143,EK471,1,Missing Handle,2025-07-16 21:04:07,2025-07-16 20:43:00,Aircraft Loading/Unloading Area,Soft Shell,21.116666666666667,517,21.116666666666667,1,21,2,Quick (6-30 min)
B0000144,AI528,1,Missing Handle,2025-07-16 03:45:14,2025-07-16 03:06:00,Check-in Counter/Baggage Drop,Regular,39.23333333333333,495,39.233333333333334,1,3,2,Delayed (30+ min)
B0000145,LH900,1,Missing Handle,2025-07-16 14:19:22,2025-07-16 13:45:00,Baggage Sorting System,Fragile,34.36666666666667,499,34.36666666666667,1,14,2,Delayed (30+ min)
B0000146,BA436,1,Scratches/Scuffs,2025-07-16 01:07:04,2025-07-16 00:52:00,Check-in Counter/Baggage Drop,Hard Shell,15.066666666666666,495,15.066666666666666,1,1,2,Quick (6-30 min)
B0000147,AI991,1,Cracked Shell,2025-07-16 08:26:43,2025-07-16 07:36:00,Check-in Counter/Baggage Drop,Fragile,50.71666666666667,495,50.71666666666667,1,8,2,Delayed (30+ min)
B0000148,AI616,1,Broken Wheel,2025-07-16 12:35:39,2025-07-16 12:11:00,Aircraft Loading/Unloading Area,Hard Shell,24.65,517,24.65,1,12,2,Quick (6-30 min)
B0000149,SQ442,1,Cracked Shell,2025-07-16 11:18:40,2025-07-16 10:37:00,Baggage Sorting System,Regular,41.66666666666666,499,41.666666666666664,1,11,2,Delayed (30+ min)
B0000150,LH573,1,Scratches/Scuffs,2025-07-16 13:41:43,2025-07-16 13:14:00,Arrival Baggage Claim Belt,Fragile,27.716666666666665,497,27.716666666666665,1,13,2,Quick (6-30 min)
B0000151,AI426,1,Cracked Shell,2025-07-16 01:48:16,2025-07-16 01:11:00,Arrival Baggage Claim Belt,Fragile,37.266666666666666,497,37.266666666666666,1,1,2,Delayed (30+ min)
B0000152,EK712,1,Scratches/Scuffs,2025-07-16 10:22:17,2025-07-16 09:44:00,Check-in Counter/Baggage Drop,Regular,38.28333333333333,495,38.28333333333333,1,10,2,Delayed (30+ min)
B0000153,EK679,1,Cracked Shell,2025-07-16 11:14:10,2025-07-16 10:41:00,Transfer Baggage Re-Check,Soft Shell,33.166666666666664,492,33.166666666666664,1,11,2,Delayed (30+ min)
B0000154,LH496,1,Cracked Shell,2025-07-16 00:57:21,2025-07-16 00:28:00,Transfer Baggage Re-Check,Fragile,29.35,492,29.35,1,0,2,Quick (6-30 min)
B0000155,BA132,1,Scratches/Scuffs,2025-07-16 14:12:21,2025-07-16 14:00:00,Baggage Sorting System,Soft Shell,12.35,499,12.35,1,14,2,Quick (6-30 min)
B0000156,AI165,1,Cracked Shell,2025-07-16 15:17:51,2025-07-16 14:48:00,Arrival Baggage Claim Belt,Hard Shell,29.85,497,29.85,1,15,2,Quick (6-30 min)
B0000157,LH991,1,Missing Handle,2025-07-16 04:26:54,2025-07-16 03:56:00,Arrival Baggage Claim Belt,Soft Shell,30.9,497,30.9,1,4,2,Delayed (30+ min)
B0000158,EK423,1,Cracked Shell,2025-07-16 20:34:33,2025-07-16 19:53:00,Baggage Sorting System,Fragile,41.55,499,41.55,1,20,2,Delayed (30+ min)
B0000159,SQ124,1,Cracked Shell,2025-07-16 06:04:15,2025-07-16 05:25:00,Arrival Baggage Claim Belt,Soft Shell,39.25,497,39.25,1,6,2,Delayed (30+ min)
B0000160,EK218,1,Scratches/Scuffs,2025-07-16 02:46:44,2025-07-16 02:18:00,Baggage Sorting System,Soft Shell,28.73333333333333,499,28.733333333333334,1,2,2,Quick (6-30 min)
B0000161,EK207,1,Broken Wheel,2025-07-16 20:32:18,2025-07-16 20:04:00,Aircraft Loading/Unloading Area,Soft Shell,28.3,517,28.3,1,20,2,Quick (6-30 min)
B0000162,BA407,1,Broken Wheel,2025-07-16 17:30:39,2025-07-16 17:01:00,Aircraft Loading/Unloading Area,Fragile,29.65,517,29.65,1,17,2,Quick (6-30 min)
B0000163,EK818,1,Scratches/Scuffs,2025-07-16 13:28:06,2025-07-16 13:02:00,Check-in Counter/Baggage Drop,Hard Shell,26.1,495,26.1,1,13,2,Quick (6-30 min)
B0000164,LH407,1,Missing Handle,2025-07-16 08:44:32,2025-07-16 08:17:00,Arrival Baggage Claim Belt,Fragile,27.53333333333333,497,27.533333333333335,1,8,2,Quick (6-30 min)
B0000165,AI693,1,Scratches/Scuffs,2025-07-16 05:23:43,2025-07-16 04:58:00,Transfer Baggage Re-Check,Soft Shell,25.716666666666665,492,25.716666666666665,1,5,2,Quick (6-30 min)
B0000166,AI346,1,Cracked Shell,2025-07-16 20:54:11,2025-07-16 20:06:00,Check-in Counter/Baggage Drop,Soft Shell,48.18333333333333,495,48.18333333333333,1,20,2,Delayed (30+ min)
B0000167,AI782,1,Broken Wheel,2025-07-16 06:21:17,2025-07-16 05:50:00,Aircraft Loading/Unloading Area,Hard Shell,31.28333333333333,517,31.283333333333335,1,6,2,Delayed (30+ min)
B0000168,EK991,1,Scratches/Scuffs,2025-07-16 20:28:55,2025-07-16 19:54:00,Baggage Sorting System,Regular,34.916666666666664,499,34.916666666666664,1,20,2,Delayed (30+ min)
B0000169,EK253,1,Cracked Shell,2025-07-16 14:12:54,2025-07-16 13:53:00,Baggage Sorting System,Hard Shell,19.9,499,19.9,1,14,2,Quick (6-30 min)
B0000170,AI443,1,Missing Handle,2025-07-16 21:32:26,2025-07-16 20:54:00,Check-in Counter/Baggage Drop,Hard Shell,38.43333333333333,495,38.43333333333333,1,21,2,Delayed (30+ min)
B0000171,LH635,1,Missing Handle,2025-07-16 11:00:19,2025-07-16 10:32:00,Aircraft Loading/Unloading Area,Fragile,28.316666666666663,517,28.316666666666666,1,11,2,Quick (6-30 min)
B0000172,BA426,1,Cracked Shell,2025-07-16 08:47:19,2025-07-16 08:11:00,Aircraft Loading/Unloading Area,Fragile,36.31666666666667,517,36.31666666666667,1,8,2,Delayed (30+ min)
B0000173,BA322,1,Cracked Shell,2025-07-16 01:08:16,2025-07-16 00:34:00,Arrival Baggage Claim Belt,Hard Shell,34.266666666666666,497,34.266666666666666,1,1,2,Delayed (30+ min)
B0000174,BA842,1,Cracked Shell,2025-07-16 05:29:37,2025-07-16 04:58:00,Aircraft Loading/Unloading Area,Regular,31.616666666666667,517,31.616666666666667,1,5,2,Delayed (30+ min)
B0000175,AI546,1,Broken Wheel,2025-07-16 15:27:45,2025-07-16 14:45:00,Transfer Baggage Re-Check,Hard Shell,42.75,492,42.75,1,15,2,Delayed (30+ min)
B0000176,LH783,1,Cracked Shell,2025-07-16 15:29:50,2025-07-16 14:38:00,Baggage Sorting System,Regular,51.833333333333336,499,51.833333333333336,1,15,2,Delayed (30+ min)
B0000177,LH552,1,Cracked Shell,2025-07-16 10:05:50,2025-07-16 09:13:00,Baggage Sorting System,Soft Shell,52.833333333333336,499,52.833333333333336,1,10,2,Delayed (30+ min)
B0000178,SQ301,1,Cracked Shell,2025-07-16 15:22:44,2025-07-16 14:47:00,Baggage Sorting System,Soft Shell,35.733333333333334,499,35.733333333333334,1,15,2,Delayed (30+ min)
B0000179,BA801,1,Scratches/Scuffs,2025-07-16 14:42:20,2025-07-16 14:05:00,Aircraft Loading/Unloading Area,Soft Shell,37.333333333333336,517,37.333333333333336,1,14,2,Delayed (30+ min)
B0000180,EK152,1,Cracked Shell,2025-07-16 21:42:48,2025-07-16 21:11:00,Transfer Baggage Re-Check,Soft Shell,31.8,492,31.8,1,21,2,Delayed (30+ min)
B0000181,SQ913,1,Scratches/Scuffs,2025-07-16 04:15:45,2025-07-16 03:53:00,Aircraft Loading/Unloading Area,Fragile,22.75,517,22.75,1,4,2,Quick (6-30 min)
B0000182,BA776,1,Broken Wheel,2025-07-16 21:32:57,2025-07-16 20:44:00,Check-in Counter/Baggage Drop,Regular,48.95,495,48.95,1,21,2,Delayed (30+ min)
B0000183,LH680,1,Missing Handle,2025-07-16 00:50:37,2025-07-16 00:31:00,Transfer Baggage Re-Check,Soft Shell,19.616666666666667,492,19.616666666666667,1,0,2,Quick (6-30 min)
B0000184,EK409,1,Scratches/Scuffs,2025-07-16 11:59:50,2025-07-16 11:22:00,Arrival Baggage Claim Belt,Hard Shell,37.833333333333336,497,37.833333333333336,1,11,2,Delayed (30+ min)
B0000185,BA489,1,Cracked Shell,2025-07-16 20:36:46,2025-07-16 20:12:00,Baggage Sorting System,Soft Shell,24.766666666666666,499,24.766666666666666,1,20,2,Quick (6-30 min)
B0000186,SQ383,1,Scratches/Scuffs,2025-07-16 07:15:06,2025-07-16 06:53:00,Check-in Counter/Baggage Drop,Soft Shell,22.1,495,22.1,1,7,2,Quick (6-30 min)
B0000187,BA529,1,Missing Handle,2025-07-16 07:38:37,2025-07-16 07:28:00,Aircraft Loading/Unloading Area,Hard Shell,10.616666666666667,517,10.616666666666667,1,7,2,Quick (6-30 min)
B0000188,SQ244,1,Scratches/Scuffs,2025-07-16 15:11:56,2025-07-16 14:32:00,Arrival Baggage Claim Belt,Hard Shell,39.93333333333333,497,39.93333333333333,1,15,2,Delayed (30+ min)
B0000189,BA654,1,Scratches/Scuffs,2025-07-16 09:06:48,2025-07-16 08:41:00,Aircraft Loading/Unloading Area,Regular,25.8,517,25.8,1,9,2,Quick (6-30 min)
B0000190,BA786,1,Missing Handle,2025-07-16 23:17:42,2025-07-16 22:44:00,Baggage Sorting System,Fragile,33.7,499,33.7,1,23,2,Delayed (30+ min)
B0000191,EK478,1,Broken Wheel,2025-07-16 03:38:50,2025-07-16 02:56:00,Transfer Baggage Re-Check,Fragile,42.833333333333336,492,42.833333333333336,1,3,2,Delayed (30+ min)
B0000192,SQ287,1,Broken Wheel,2025-07-16 08:06:01,2025-07-16 07:39:00,Arrival Baggage Claim Belt,Soft Shell,27.016666666666666,497,27.016666666666666,1,8,2,Quick (6-30 min)
B0000193,AI528,1,Cracked Shell,2025-07-16 04:23:48,2025-07-16 03:35:00,Aircraft Loading/Unloading Area,Fragile,48.8,517,48.8,1,4,2,Delayed (30+ min)
B0000194,SQ418,1,Missing Handle,2025-07-16 10:33:40,2025-07-16 10:18:00,Aircraft Loading/Unloading Area,Regular,15.666666666666666,517,15.666666666666666,1,10,2,Quick (6-30 min)
B0000195,EK395,1,Missing Handle,2025-07-16 12:30:16,2025-07-16 11:54:00,Transfer Baggage Re-Check,Regular,36.266666666666666,492,36.266666666666666,1,12,2,Delayed (30+ min)
B0000196,BA630,1,Scratches/Scuffs,2025-07-16 16:06:20,2025-07-16 15:44:00,Transfer Baggage Re-Check,Hard Shell,22.33333333333333,492,22.333333333333332,1,16,2,Quick (6-30 min)
B0000197,SQ520,1,Cracked Shell,2025-07-16 00:59:34,2025-07-16 00:37:00,Transfer Baggage Re-Check,Regular,22.566666666666663,492,22.566666666666666,1,0,2,Quick (6-30 min)
B0000198,SQ869,1,Cracked Shell,2025-07-16 14:44:31,2025-07-16 14:05:00,Arrival Baggage Claim Belt,Regular,39.516666666666666,497,39.516666666666666,1,14,2,Delayed (30+ min)
B0000199,BA324,1,Cracked Shell,2025-07-16 09:17:12,2025-07-16 08:45:00,Aircraft Loading/Unloading Area,Soft Shell,32.2,517,32.2,1,9,2,Delayed (30+ min)
B0000200,LH940,1,Missing Handle,2025-07-16 09:49:11,2025-07-16 08:59:00,Baggage Sorting System,Soft Shell,50.18333333333333,499,50.18333333333333,1,9,2,Delayed (30+ min)
B0000201,EK342,1,Broken Wheel,2025-07-16 10:07:07,2025-07-16 10:01:00,Transfer Baggage Re-Check,Hard Shell,6.116666666666666,492,6.116666666666666,1,10,2,Quick (6-30 min)
B0000202,LH133,1,Broken Wheel,2025-07-16 08:11:04,2025-07-16 07:51:00,Arrival Baggage Claim Belt,Regular,20.066666666666663,497,20.066666666666666,1,8,2,Quick (6-30 min)
B0000203,EK504,1,Scratches/Scuffs,2025-07-16 15:42:30,2025-07-16 15:13:00,Transfer Baggage Re-Check,Soft Shell,29.5,492,29.5,1,15,2,Quick (6-30 min)
B0000204,AI311,1,Missing Handle,2025-07-16 07:34:03,2025-07-16 07:02:00,Aircraft Loading/Unloading Area,Soft Shell,32.05,517,32.05,1,7,2,Delayed (30+ min)
B0000205,LH247,1,Missing Handle,2025-07-16 06:19:03,2025-07-16 05:36:00,Baggage Sorting System,Regular,43.05,499,43.05,1,6,2,Delayed (30+ min)
B0000206,SQ777,1,Missing Handle,2025-07-16 21:57:44,2025-07-16 21:28:00,Aircraft Loading/Unloading Area,Hard Shell,29.73333333333333,517,29.733333333333334,1,21,2,Quick (6-30 min)
B0000207,LH920,1,Cracked Shell,2025-07-16 07:40:50,2025-07-16 07:25:00,Transfer Baggage Re-Check,Fragile,15.833333333333334,492,15.833333333333334,1,7,2,Quick (6-30 min)
B0000208,LH534,1,Scratches/Scuffs,2025-07-16 09:27:01,2025-07-16 09:04:00,Arrival Baggage Claim Belt,Fragile,23.016666666666666,497,23.016666666666666,1,9,2,Quick (6-30 min)
B0000209,BA762,1,Cracked Shell,2025-07-16 22:55:53,2025-07-16 22:27:00,Check-in Counter/Baggage Drop,Regular,28.883333333333333,495,28.883333333333333,1,22,2,Quick (6-30 min)
B0000210,SQ117,1,Broken Wheel,2025-07-16 21:04:36,2025-07-16 20:31:00,Check-in Counter/Baggage Drop,Fragile,33.6,495,33.6,1,21,2,Delayed (30+ min)
B0000211,EK486,1,Missing Handle,2025-07-16 16:31:57,2025-07-16 16:03:00,Transfer Baggage Re-Check,Hard Shell,28.95,492,28.95,1,16,2,Quick (6-30 min)
B0000212,AI977,1,Cracked Shell,2025-07-16 09:22:45,2025-07-16 08:47:00,Check-in Counter/Baggage Drop,Hard Shell,35.75,495,35.75,1,9,2,Delayed (30+ min)
B0000213,SQ342,1,Cracked Shell,2025-07-16 22:46:21,2025-07-16 22:27:00,Check-in Counter/Baggage Drop,Hard Shell,19.35,495,19.35,1,22,2,Quick (6-30 min)
B0000214,AI183,1,Scratches/Scuffs,2025-07-16 07:50:51,2025-07-16 07:33:00,Aircraft Loading/Unloading Area,Fragile,17.85,517,17.85,1,7,2,Quick (6-30 min)
B0000215,LH217,1,Cracked Shell,2025-07-16 09:42:10,2025-07-16 09:09:00,Aircraft Loading/Unloading Area,Hard Shell,33.166666666666664,517,33.166666666666664,1,9,2,Delayed (30+ min)
B0000216,LH377,1,Scratches/Scuffs,2025-07-16 08:27:57,2025-07-16 08:09:00,Aircraft Loading/Unloading Area,Regular,18.95,517,18.95,1,8,2,Quick (6-30 min)
B0000217,SQ537,1,Broken Wheel,2025-07-16 03:26:21,2025-07-16 02:49:00,Check-in Counter/Baggage Drop,Hard Shell,37.35,495,37.35,1,3,2,Delayed (30+ min)
B0000218,SQ981,1,Scratches/Scuffs,2025-07-16 21:56:36,2025-07-16 21:09:00,Check-in Counter/Baggage Drop,Hard Shell,47.6,495,47.6,1,21,2,Delayed (30+ min)
B0000219,AI247,1,Broken Wheel,2025-07-16 00:40:28,2025-07-16 00:04:00,Aircraft Loading/Unloading Area,Hard Shell,36.46666666666667,517,36.46666666666667,1,0,2,Delayed (30+ min)
B0000220,AI955,1,Cracked Shell,2025-07-16 20:46:16,2025-07-16 20:12:00,Transfer Baggage Re-Check,Soft Shell,34.266666666666666,492,34.266666666666666,1,20,2,Delayed (30+ min)
B0000221,SQ115,1,Cracked Shell,2025-07-16 20:32:01,2025-07-16 20:18:00,Baggage Sorting System,Soft Shell,14.016666666666667,499,14.016666666666667,1,20,2,Quick (6-30 min)
B0000222,LH198,1,Missing Handle,2025-07-16 22:12:21,2025-07-16 21:38:00,Arrival Baggage Claim Belt,Hard Shell,34.35,497,34.35,1,22,2,Delayed (30+ min)
B0000223,EK365,1,Cracked Shell,2025-07-16 20:32:08,2025-07-16 20:03:00,Baggage Sorting System,Soft Shell,29.133333333333333,499,29.133333333333333,1,20,2,Quick (6-30 min)
B0000224,LH919,1,Broken Wheel,2025-07-16 13:11:39,2025-07-16 12:28:00,Baggage Sorting System,Regular,43.65,499,43.65,1,13,2,Delayed (30+ min)
B0000225,SQ822,1,Scratches/Scuffs,2025-07-16 19:14:58,2025-07-16 18:50:00,Aircraft Loading/Unloading Area,Hard Shell,24.966666666666665,517,24.966666666666665,1,19,2,Quick (6-30 min)
B0000226,AI639,1,Cracked Shell,2025-07-16 12:00:20,2025-07-16 11:21:00,Check-in Counter/Baggage Drop,Hard Shell,39.333333333333336,495,39.333333333333336,1,12,2,Delayed (30+ min)
B0000227,LH588,1,Missing Handle,2025-07-16 19:14:08,2025-07-16 18:37:00,Check-in Counter/Baggage Drop,Hard Shell,37.13333333333333,495,37.13333333333333,1,19,2,Delayed (30+ min)
B0000228,LH475,1,Cracked Shell,2025-07-16 22:21:48,2025-07-16 21:51:00,Aircraft Loading/Unloading Area,Fragile,30.8,517,30.8,1,22,2,Delayed (30+ min)
B0000229,SQ765,1,Broken Wheel,2025-07-16 06:02:04,2025-07-16 05:37:00,Baggage Sorting System,Fragile,25.066666666666663,499,25.066666666666666,1,6,2,Quick (6-30 min)
B0000230,BA282,1,Cracked Shell,2025-07-16 03:19:21,2025-07-16 02:40:00,Transfer Baggage Re-Check,Hard Shell,39.35,492,39.35,1,3,2,Delayed (30+ min)
B0000231,LH170,1,Scratches/Scuffs,2025-07-16 07:02:03,2025-07-16 06:23:00,Check-in Counter/Baggage Drop,Soft Shell,39.05,495,39.05,1,7,2,Delayed (30+ min)
B0000232,BA628,1,Missing Handle,2025-07-16 04:33:58,2025-07-16 04:11:00,Aircraft Loading/Unloading Area,Regular,22.966666666666665,517,22.966666666666665,1,4,2,Quick (6-30 min)
B0000233,EK167,1,Broken Wheel,2025-07-16 06:37:32,2025-07-16 06:19:00,Aircraft Loading/Unloading Area,Soft Shell,18.53333333333333,517,18.533333333333335,1,6,2,Quick (6-30 min)
B0000234,SQ336,1,Scratches/Scuffs,2025-07-16 13:57:19,2025-07-16 13:22:00,Check-in Counter/Baggage Drop,Hard Shell,35.31666666666667,495,35.31666666666667,1,13,2,Delayed (30+ min)
B0000235,AI241,1,Cracked Shell,2025-07-16 17:59:11,2025-07-16 17:42:00,Aircraft Loading/Unloading Area,Soft Shell,17.183333333333334,517,17.183333333333334,1,17,2,Quick (6-30 min)
B0000236,AI901,1,Missing Handle,2025-07-16 04:43:42,2025-07-16 04:16:00,Check-in Counter/Baggage Drop,Hard Shell,27.7,495,27.7,1,4,2,Quick (6-30 min)
B0000237,LH183,1,Scratches/Scuffs,2025-07-16 13:48:15,2025-07-16 13:17:00,Aircraft Loading/Unloading Area,Regular,31.25,517,31.25,1,13,2,Delayed (30+ min)
B0000238,AI138,1,Missing Handle,2025-07-16 22:52:50,2025-07-16 22:02:00,Aircraft Loading/Unloading Area,Soft Shell,50.833333333333336,517,50.833333333333336,1,22,2,Delayed (30+ min)
B0000239,LH851,1,Broken Wheel,2025-07-16 04:37:38,2025-07-16 04:09:00,Transfer Baggage Re-Check,Fragile,28.633333333333333,492,28.633333333333333,1,4,2,Quick (6-30 min)
B0000240,AI488,1,Scratches/Scuffs,2025-07-16 08:07:03,2025-07-16 07:27:00,Check-in Counter/Baggage Drop,Regular,40.05,495,40.05,1,8,2,Delayed (30+ min)
B0000241,BA777,1,Broken Wheel,2025-07-16 10:27:25,2025-07-16 09:52:00,Arrival Baggage Claim Belt,Soft Shell,35.416666666666664,497,35.416666666666664,1,10,2,Delayed (30+ min)
B0000242,SQ106,1,Broken Wheel,2025-07-16 03:08:51,2025-07-16 02:38:00,Baggage Sorting System,Fragile,30.85,499,30.85,1,3,2,Delayed (30+ min)
B0000243,AI819,1,Broken Wheel,2025-07-16 02:07:56,2025-07-16 01:12:00,Baggage Sorting System,Soft Shell,55.93333333333333,499,55.93333333333333,1,2,2,Delayed (30+ min)
B0000244,SQ306,1,Cracked Shell,2025-07-16 17:36:21,2025-07-16 17:04:00,Baggage Sorting System,Fragile,32.35,499,32.35,1,17,2,Delayed (30+ min)
B0000245,AI784,1,Cracked Shell,2025-07-16 19:48:35,2025-07-16 19:10:00,Transfer Baggage Re-Check,Hard Shell,38.583333333333336,492,38.583333333333336,1,19,2,Delayed (30+ min)
B0000246,LH611,1,Broken Wheel,2025-07-16 15:46:31,2025-07-16 15:31:00,Transfer Baggage Re-Check,Hard Shell,15.516666666666667,492,15.516666666666667,1,15,2,Quick (6-30 min)
B0000247,BA219,1,Missing Handle,2025-07-16 07:21:20,2025-07-16 06:42:00,Aircraft Loading/Unloading Area,Regular,39.333333333333336,517,39.333333333333336,1,7,2,Delayed (30+ min)
B0000248,AI610,1,Scratches/Scuffs,2025-07-16 10:52:57,2025-07-16 10:20:00,Aircraft Loading/Unloading Area,Regular,32.95,517,32.95,1,10,2,Delayed (30+ min)
B0000249,SQ869,1,Missing Handle,2025-07-16 17:37:35,2025-07-16 17:20:00,Arrival Baggage Claim Belt,Fragile,17.583333333333332,497,17.583333333333332,1,17,2,Quick (6-30 min)
B0000250,LH223,1,Broken Wheel,2025-07-16 21:19:58,2025-07-16 20:41:00,Transfer Baggage Re-Check,Fragile,38.96666666666667,492,38.96666666666667,1,21,2,Delayed (30+ min)
B0000251,SQ798,1,Missing Handle,2025-07-16 16:55:32,2025-07-16 16:15:00,Baggage Sorting System,Hard Shell,40.53333333333333,499,40.53333333333333,1,16,2,Delayed (30+ min)
B0000252,LH706,1,Missing Handle,2025-07-16 14:31:23,2025-07-16 14:10:00,Arrival Baggage Claim Belt,Fragile,21.383333333333333,497,21.383333333333333,1,14,2,Quick (6-30 min)
B0000253,LH221,1,Cracked Shell,2025-07-16 06:17:20,2025-07-16 05:45:00,Baggage Sorting System,Regular,32.333333333333336,499,32.333333333333336,1,6,2,Delayed (30+ min)
B0000254,AI908,1,Broken Wheel,2025-07-16 05:42:27,2025-07-16 05:24:00,Check-in Counter/Baggage Drop,Regular,18.45,495,18.45,1,5,2,Quick (6-30 min)
B0000255,AI694,1,Missing Handle,2025-07-16 05:29:28,2025-07-16 05:05:00,Aircraft Loading/Unloading Area,Hard Shell,24.466666666666665,517,24.466666666666665,1,5,2,Quick (6-30 min)
B0000256,AI733,1,Cracked Shell,2025-07-16 04:02:24,2025-07-16 03:29:00,Baggage Sorting System,Fragile,33.4,499,33.4,1,4,2,Delayed (30+ min)
B0000257,AI156,1,Missing Handle,2025-07-16 09:35:32,2025-07-16 09:08:00,Arrival Baggage Claim Belt,Fragile,27.53333333333333,497,27.533333333333335,1,9,2,Quick (6-30 min)
B0000258,LH862,1,Scratches/Scuffs,2025-07-16 11:57:46,2025-07-16 11:31:00,Check-in Counter/Baggage Drop,Hard Shell,26.766666666666666,495,26.766666666666666,1,11,2,Quick (6-30 min)
B0000259,BA483,1,Missing Handle,2025-07-16 21:48:27,2025-07-16 21:15:00,Check-in Counter/Baggage Drop,Fragile,33.45,495,33.45,1,21,2,Delayed (30+ min)
B0000260,SQ745,1,Cracked Shell,2025-07-16 05:32:41,2025-07-16 05:06:00,Arrival Baggage Claim Belt,Regular,26.683333333333334,497,26.683333333333334,1,5,2,Quick (6-30 min)
B0000261,AI111,1,Missing Handle,2025-07-16 08:54:44,2025-07-16 08:33:00,Transfer Baggage Re-Check,Regular,21.73333333333333,492,21.733333333333334,1,8,2,Quick (6-30 min)
B0000262,SQ115,1,Scratches/Scuffs,2025-07-16 16:02:33,2025-07-16 15:22:00,Aircraft Loading/Unloading Area,Soft Shell,40.55,517,40.55,1,16,2,Delayed (30+ min)
B0000263,LH464,1,Cracked Shell,2025-07-16 12:58:54,2025-07-16 12:23:00,Arrival Baggage Claim Belt,Hard Shell,35.9,497,35.9,1,12,2,Delayed (30+ min)
B0000264,AI279,1,Missing Handle,2025-07-16 11:52:43,2025-07-16 11:19:00,Baggage Sorting System,Fragile,33.71666666666667,499,33.71666666666667,1,11,2,Delayed (30+ min)
B0000265,LH609,1,Broken Wheel,2025-07-16 16:39:02,2025-07-16 16:18:00,Arrival Baggage Claim Belt,Soft Shell,21.03333333333333,497,21.033333333333335,1,16,2,Quick (6-30 min)
B0000266,AI371,1,Cracked Shell,2025-07-16 04:40:06,2025-07-16 04:14:00,Aircraft Loading/Unloading Area,Hard Shell,26.1,517,26.1,1,4,2,Quick (6-30 min)
B0000267,LH934,1,Missing Handle,2025-07-16 01:30:10,2025-07-16 01:15:00,Aircraft Loading/Unloading Area,Fragile,15.166666666666666,517,15.166666666666666,1,1,2,Quick (6-30 min)
B0000268,AI349,1,Broken Wheel,2025-07-16 09:34:10,2025-07-16 09:01:00,Check-in Counter/Baggage Drop,Hard Shell,33.166666666666664,495,33.166666666666664,1,9,2,Delayed (30+ min)
B0000269,LH161,1,Cracked Shell,2025-07-16 18:23:44,2025-07-16 17:44:00,Aircraft Loading/Unloading Area,Regular,39.73333333333333,517,39.733333333333334,1,18,2,Delayed (30+ min)
