Flight_Number,Aircraft_Block_In_Time,Last_Bag_Delivery_Time,Delivery_Duration_Minutes,SLA_Met,Belt_Assigned,Ground_Crew_Assigned,Number_of_Bags,Belt_Occupancy_Status,First_Bag_Delivery_Time,Belt_Utilization_Index,Gate_Position,Weather_Condition_at_Arrival,Calculated_Delivery_Duration_Minutes,SLA_Compliance,Arrival_Hour,Arrival_Day_of_Week
AI796,2025-07-16 12:48:00,2025-07-16 13:19:00,31.0,0,B4,Crew_B,226,Free,2025-07-16 13:02:13,0.5,Finger,Rain,31.0,0,12,2
AI479,2025-07-16 17:35:00,2025-07-16 18:06:00,31.0,0,B4,Crew_B,66,Busy,2025-07-16 17:58:48,0.63,Contact,Clear,31.0,0,17,2
AI975,2025-07-16 21:07:00,2025-07-16 21:43:43,36.72,0,B2,Crew_A,98,Busy,2025-07-16 21:29:59,0.66,Contact,Rain,36.71666666666667,0,21,2
AI319,2025-07-16 16:25:00,2025-07-16 17:04:23,39.39,0,B1,Crew_B,78,Busy,2025-07-16 16:37:26,0.6,Finger,Rain,39.38333333333333,0,16,2
AI498,2025-07-16 20:00:00,2025-07-16 20:42:50,42.85,0,B4,Crew_A,205,Very Busy,2025-07-16 20:20:16,0.88,Remote,Clear,42.833333333333336,0,20,2
AI165,2025-07-16 08:14:00,2025-07-16 08:45:00,31.0,0,B4,Crew_D,218,Free,2025-07-16 08:35:37,0.39,Finger,Clear,31.0,0,8,2
AI728,2025-07-16 20:33:00,2025-07-16 21:04:00,31.0,0,B2,Crew_D,132,Free,2025-07-16 20:48:10,0.3,Finger,Clear,31.0,0,20,2
AI549,2025-07-16 00:12:00,2025-07-16 00:51:02,39.04,0,B1,Crew_B,223,Very Busy,2025-07-16 00:43:10,0.78,Finger,Clear,39.03333333333333,0,0,2
AI729,2025-07-16 05:43:00,2025-07-16 06:14:03,31.05,0,B2,Crew_A,185,Free,2025-07-16 05:59:24,0.49,Remote,Rain,31.05,0,5,2
AI382,2025-07-16 12:22:00,2025-07-16 12:53:00,31.0,0,B1,Crew_A,165,Busy,2025-07-16 12:34:53,0.72,Contact,Clear,31.0,0,12,2
AI192,2025-07-16 17:18:00,2025-07-16 17:49:39,31.66,0,B3,Crew_C,128,Busy,2025-07-16 17:24:30,0.71,Finger,Fog,31.65,0,17,2
AI935,2025-07-16 08:14:00,2025-07-16 08:45:00,31.0,0,B4,Crew_A,89,Busy,2025-07-16 08:28:44,0.71,Remote,Clear,31.0,0,8,2
AI367,2025-07-16 05:26:00,2025-07-16 05:57:20,31.34,0,B3,Crew_C,171,Busy,2025-07-16 05:39:05,0.72,Finger,Clear,31.333333333333332,0,5,2
AI219,2025-07-16 16:16:00,2025-07-16 16:54:00,38.01,0,B4,Crew_D,98,Very Busy,2025-07-16 16:23:40,0.77,Finger,Clear,38.0,0,16,2
AI676,2025-07-16 15:49:00,2025-07-16 16:22:01,33.02,0,B4,Crew_D,97,Free,2025-07-16 16:11:18,0.46,Contact,Fog,33.016666666666666,0,15,2
AI700,2025-07-16 00:30:00,2025-07-16 01:01:00,31.0,0,B2,Crew_B,107,Free,2025-07-16 00:43:07,0.43,Remote,Clear,31.0,0,0,2
AI919,2025-07-16 10:26:00,2025-07-16 11:03:06,37.11,0,B3,Crew_B,176,Very Busy,2025-07-16 10:55:37,0.86,Finger,Clear,37.1,0,10,2
AI394,2025-07-16 02:25:00,2025-07-16 02:58:41,33.69,0,B2,Crew_D,180,Busy,2025-07-16 02:50:11,0.68,Contact,Clear,33.68333333333333,0,2,2
AI421,2025-07-16 11:13:00,2025-07-16 11:45:11,32.2,0,B2,Crew_D,111,Very Busy,2025-07-16 11:33:54,0.79,Contact,Clear,32.18333333333333,0,11,2
AI854,2025-07-16 06:15:00,2025-07-16 06:46:00,31.0,0,B2,Crew_B,57,Busy,2025-07-16 06:32:35,0.73,Contact,Clear,31.0,0,6,2
AI956,2025-07-16 19:22:00,2025-07-16 19:53:00,31.0,0,B1,Crew_D,187,Free,2025-07-16 19:28:36,0.44,Remote,Clear,31.0,0,19,2
AI728,2025-07-16 00:48:00,2025-07-16 01:19:00,31.0,0,B3,Crew_C,189,Very Busy,2025-07-16 01:13:07,0.81,Remote,Storm,31.0,0,0,2
AI604,2025-07-16 18:55:00,2025-07-16 19:26:00,31.0,0,B3,Crew_D,111,Free,2025-07-16 19:19:43,0.43,Remote,Fog,31.0,0,18,2
AI327,2025-07-16 18:08:00,2025-07-16 18:39:00,31.0,0,B1,Crew_C,178,Free,2025-07-16 18:22:43,0.36,Contact,Clear,31.0,0,18,2
AI503,2025-07-16 21:49:00,2025-07-16 22:20:00,31.0,0,B4,Crew_C,204,Free,2025-07-16 22:07:54,0.46,Remote,Rain,31.0,0,21,2
AI805,2025-07-16 00:00:00,2025-07-16 00:31:00,31.0,0,B3,Crew_C,181,Busy,2025-07-16 00:21:31,0.72,Contact,Clear,31.0,0,0,2
AI727,2025-07-16 08:11:00,2025-07-16 08:42:00,31.0,0,B3,Crew_C,133,Busy,2025-07-16 08:16:39,0.64,Remote,Clear,31.0,0,8,2
AI288,2025-07-16 15:27:00,2025-07-16 15:58:00,31.0,0,B3,Crew_D,119,Free,2025-07-16 15:49:18,0.43,Finger,Rain,31.0,0,15,2
AI386,2025-07-16 14:11:00,2025-07-16 14:42:37,31.62,0,B1,Crew_C,95,Busy,2025-07-16 14:35:24,0.73,Finger,Rain,31.616666666666667,0,14,2
AI923,2025-07-16 07:35:00,2025-07-16 08:09:14,34.24,0,B2,Crew_D,206,Busy,2025-07-16 07:42:17,0.71,Contact,Clear,34.233333333333334,0,7,2
AI925,2025-07-16 00:11:00,2025-07-16 00:50:59,40.0,0,B3,Crew_D,231,Busy,2025-07-16 00:25:07,0.65,Remote,Fog,39.983333333333334,0,0,2
AI407,2025-07-16 08:35:00,2025-07-16 09:11:34,36.57,0,B2,Crew_A,84,Very Busy,2025-07-16 09:00:49,0.83,Remote,Clear,36.56666666666667,0,8,2
AI320,2025-07-16 08:30:00,2025-07-16 09:05:05,35.1,0,B3,Crew_C,97,Very Busy,2025-07-16 08:38:19,0.83,Remote,Clear,35.083333333333336,0,8,2
AI469,2025-07-16 11:35:00,2025-07-16 12:13:05,38.08,0,B4,Crew_A,235,Busy,2025-07-16 12:04:16,0.69,Contact,Clear,38.083333333333336,0,11,2
AI459,2025-07-16 21:38:00,2025-07-16 22:09:00,31.0,0,B2,Crew_C,74,Free,2025-07-16 21:58:23,0.44,Finger,Rain,31.0,0,21,2
AI463,2025-07-16 10:43:00,2025-07-16 11:14:00,31.0,0,B1,Crew_D,110,Busy,2025-07-16 11:00:32,0.74,Finger,Clear,31.0,0,10,2
AI728,2025-07-16 09:29:00,2025-07-16 10:05:09,36.16,0,B3,Crew_D,159,Busy,2025-07-16 09:50:33,0.67,Remote,Storm,36.15,0,9,2
AI746,2025-07-16 19:36:00,2025-07-16 20:11:38,35.65,0,B3,Crew_B,198,Busy,2025-07-16 19:56:12,0.61,Remote,Clear,35.63333333333333,0,19,2
AI421,2025-07-16 10:41:00,2025-07-16 11:12:00,31.0,0,B4,Crew_C,188,Free,2025-07-16 11:04:08,0.32,Contact,Rain,31.0,0,10,2
AI555,2025-07-16 11:47:00,2025-07-16 12:18:00,31.0,0,B2,Crew_A,124,Busy,2025-07-16 12:06:30,0.7,Contact,Clear,31.0,0,11,2
AI228,2025-07-16 23:15:00,2025-07-16 23:46:00,31.0,0,B1,Crew_B,231,Busy,2025-07-16 23:33:21,0.69,Finger,Rain,31.0,0,23,2
AI270,2025-07-16 12:06:00,2025-07-16 12:37:00,31.0,0,B1,Crew_D,192,Free,2025-07-16 12:30:55,0.31,Contact,Clear,31.0,0,12,2
AI636,2025-07-16 02:06:00,2025-07-16 02:37:13,31.23,0,B4,Crew_C,227,Free,2025-07-16 02:25:51,0.47,Remote,Clear,31.216666666666665,0,2,2
AI334,2025-07-16 07:47:00,2025-07-16 08:18:00,31.0,0,B2,Crew_A,167,Free,2025-07-16 08:05:25,0.49,Finger,Clear,31.0,0,7,2
AI135,2025-07-16 21:22:00,2025-07-16 21:58:39,36.66,0,B4,Crew_C,62,Very Busy,2025-07-16 21:34:23,0.89,Contact,Storm,36.65,0,21,2
AI661,2025-07-16 14:08:00,2025-07-16 14:41:49,33.82,0,B4,Crew_D,75,Very Busy,2025-07-16 14:27:09,0.86,Finger,Clear,33.81666666666667,0,14,2
AI636,2025-07-16 20:40:00,2025-07-16 21:11:00,31.0,0,B2,Crew_A,78,Busy,2025-07-16 20:57:44,0.73,Contact,Clear,31.0,0,20,2
AI552,2025-07-16 09:23:00,2025-07-16 10:00:47,37.79,0,B1,Crew_B,193,Busy,2025-07-16 09:41:56,0.75,Remote,Clear,37.78333333333333,0,9,2
AI452,2025-07-16 09:30:00,2025-07-16 10:03:16,33.28,0,B4,Crew_C,233,Busy,2025-07-16 09:41:40,0.72,Finger,Fog,33.266666666666666,0,9,2
AI109,2025-07-16 13:51:00,2025-07-16 14:22:00,31.0,0,B3,Crew_B,212,Free,2025-07-16 14:10:30,0.42,Remote,Rain,31.0,0,13,2
AI521,2025-07-16 17:27:00,2025-07-16 18:00:20,33.34,0,B4,Crew_D,106,Free,2025-07-16 17:33:27,0.37,Remote,Rain,33.333333333333336,0,17,2
AI325,2025-07-16 08:05:00,2025-07-16 08:36:00,31.0,0,B3,Crew_C,102,Busy,2025-07-16 08:11:29,0.63,Remote,Clear,31.0,0,8,2
AI764,2025-07-16 23:34:00,2025-07-17 00:06:12,32.21,0,B1,Crew_B,83,Very Busy,2025-07-16 23:59:55,0.76,Contact,Clear,32.2,0,23,2
AI239,2025-07-16 09:07:00,2025-07-16 09:38:00,31.0,0,B4,Crew_B,64,Busy,2025-07-16 09:28:45,0.65,Finger,Clear,31.0,0,9,2
AI428,2025-07-16 00:09:00,2025-07-16 00:40:00,31.0,0,B1,Crew_C,185,Free,2025-07-16 00:21:25,0.36,Finger,Clear,31.0,0,0,2
AI375,2025-07-16 04:45:00,2025-07-16 05:17:40,32.67,0,B2,Crew_A,85,Busy,2025-07-16 04:53:19,0.65,Remote,Clear,32.666666666666664,0,4,2
AI605,2025-07-16 06:21:00,2025-07-16 06:59:33,38.55,0,B4,Crew_A,176,Busy,2025-07-16 06:30:27,0.67,Contact,Fog,38.55,0,6,2
AI438,2025-07-16 02:53:00,2025-07-16 03:24:00,31.0,0,B4,Crew_A,59,Busy,2025-07-16 03:11:06,0.64,Remote,Clear,31.0,0,2,2
AI656,2025-07-16 15:11:00,2025-07-16 15:42:00,31.0,0,B1,Crew_A,239,Free,2025-07-16 15:36:40,0.38,Contact,Storm,31.0,0,15,2
AI886,2025-07-16 22:15:00,2025-07-16 22:46:00,31.0,0,B1,Crew_B,232,Free,2025-07-16 22:29:37,0.45,Contact,Clear,31.0,0,22,2
AI571,2025-07-16 23:49:00,2025-07-17 00:20:00,31.0,0,B4,Crew_D,225,Free,2025-07-17 00:07:56,0.34,Finger,Fog,31.0,0,23,2
AI797,2025-07-16 09:59:00,2025-07-16 10:30:00,31.0,0,B1,Crew_C,112,Free,2025-07-16 10:20:04,0.49,Finger,Rain,31.0,0,9,2
AI592,2025-07-16 20:19:00,2025-07-16 20:54:31,35.53,0,B2,Crew_A,131,Free,2025-07-16 20:38:17,0.44,Remote,Storm,35.516666666666666,0,20,2
AI341,2025-07-16 20:27:00,2025-07-16 20:59:07,32.12,0,B1,Crew_D,237,Free,2025-07-16 20:40:59,0.37,Remote,Rain,32.11666666666667,0,20,2
AI908,2025-07-16 07:00:00,2025-07-16 07:34:28,34.48,0,B4,Crew_B,245,Very Busy,2025-07-16 07:27:06,0.88,Finger,Rain,34.46666666666667,0,7,2
AI480,2025-07-16 02:15:00,2025-07-16 02:53:57,38.96,0,B3,Crew_A,183,Free,2025-07-16 02:34:10,0.43,Remote,Rain,38.95,0,2,2
AI161,2025-07-16 11:41:00,2025-07-16 12:12:00,31.0,0,B2,Crew_D,181,Free,2025-07-16 11:48:45,0.47,Finger,Rain,31.0,0,11,2
AI338,2025-07-16 10:35:00,2025-07-16 11:06:00,31.0,0,B4,Crew_B,102,Busy,2025-07-16 10:43:50,0.72,Contact,Storm,31.0,0,10,2
AI121,2025-07-16 22:24:00,2025-07-16 22:58:53,34.89,0,B1,Crew_D,199,Free,2025-07-16 22:42:54,0.37,Remote,Clear,34.88333333333333,0,22,2
AI823,2025-07-16 14:35:00,2025-07-16 15:06:00,31.0,0,B2,Crew_C,55,Free,2025-07-16 14:47:42,0.32,Finger,Clear,31.0,0,14,2
AI431,2025-07-16 23:29:00,2025-07-17 00:01:48,32.82,0,B2,Crew_A,226,Free,2025-07-16 23:41:42,0.5,Finger,Fog,32.8,0,23,2
AI643,2025-07-16 04:28:00,2025-07-16 04:59:00,31.0,0,B4,Crew_A,176,Free,2025-07-16 04:51:21,0.35,Contact,Clear,31.0,0,4,2
AI894,2025-07-16 20:32:00,2025-07-16 21:06:44,34.74,0,B3,Crew_B,199,Free,2025-07-16 20:51:51,0.31,Remote,Storm,34.733333333333334,0,20,2
AI428,2025-07-16 23:04:00,2025-07-16 23:35:00,31.0,0,B2,Crew_D,130,Busy,2025-07-16 23:16:22,0.61,Finger,Storm,31.0,0,23,2
AI884,2025-07-16 17:09:00,2025-07-16 17:40:34,31.58,0,B3,Crew_A,107,Busy,2025-07-16 17:33:56,0.72,Contact,Clear,31.566666666666666,0,17,2
AI198,2025-07-16 16:42:00,2025-07-16 17:13:00,31.0,0,B1,Crew_B,62,Free,2025-07-16 17:02:58,0.33,Remote,Clear,31.0,0,16,2
AI209,2025-07-16 15:12:00,2025-07-16 15:43:27,31.46,0,B4,Crew_D,51,Free,2025-07-16 15:32:06,0.49,Finger,Rain,31.45,0,15,2
AI638,2025-07-16 19:44:00,2025-07-16 20:21:30,37.51,0,B1,Crew_A,143,Busy,2025-07-16 20:09:59,0.61,Remote,Clear,37.5,0,19,2
AI313,2025-07-16 20:31:00,2025-07-16 21:16:00,45.0,0,B1,Crew_C,130,Very Busy,2025-07-16 21:07:52,0.83,Remote,Clear,45.0,0,20,2
AI671,2025-07-16 23:56:00,2025-07-17 00:27:00,31.0,0,B1,Crew_C,102,Busy,2025-07-17 00:18:37,0.62,Contact,Rain,31.0,0,23,2
AI641,2025-07-16 01:46:00,2025-07-16 02:17:00,31.0,0,B2,Crew_A,124,Free,2025-07-16 01:52:02,0.44,Contact,Clear,31.0,0,1,2
AI203,2025-07-16 23:14:00,2025-07-16 23:51:45,37.76,0,B2,Crew_B,234,Busy,2025-07-16 23:24:32,0.61,Remote,Clear,37.75,0,23,2
AI671,2025-07-16 23:35:00,2025-07-17 00:10:04,35.08,0,B3,Crew_D,152,Busy,2025-07-16 23:45:56,0.7,Remote,Rain,35.06666666666667,0,23,2
AI819,2025-07-16 21:27:00,2025-07-16 21:59:08,32.15,0,B4,Crew_C,134,Very Busy,2025-07-16 21:48:35,0.81,Remote,Rain,32.13333333333333,0,21,2
AI773,2025-07-16 05:34:00,2025-07-16 06:10:36,36.61,0,B3,Crew_C,249,Very Busy,2025-07-16 05:48:11,0.75,Contact,Fog,36.6,0,5,2
AI965,2025-07-16 11:26:00,2025-07-16 12:06:01,40.03,0,B3,Crew_B,164,Busy,2025-07-16 11:50:37,0.63,Contact,Storm,40.016666666666666,0,11,2
AI676,2025-07-16 17:13:00,2025-07-16 17:44:00,31.0,0,B3,Crew_C,77,Free,2025-07-16 17:23:49,0.36,Finger,Fog,31.0,0,17,2
AI563,2025-07-16 14:25:00,2025-07-16 14:59:51,34.86,0,B1,Crew_B,107,Free,2025-07-16 14:43:29,0.37,Remote,Fog,34.85,0,14,2
AI409,2025-07-16 00:19:00,2025-07-16 00:56:07,37.12,0,B1,Crew_C,237,Very Busy,2025-07-16 00:36:00,0.79,Remote,Storm,37.11666666666667,0,0,2
AI666,2025-07-16 16:35:00,2025-07-16 17:06:00,31.0,0,B1,Crew_D,97,Busy,2025-07-16 16:59:30,0.61,Finger,Clear,31.0,0,16,2
AI464,2025-07-16 04:08:00,2025-07-16 04:39:00,31.0,0,B3,Crew_C,186,Free,2025-07-16 04:18:43,0.37,Finger,Clear,31.0,0,4,2
AI194,2025-07-16 18:25:00,2025-07-16 19:02:14,37.24,0,B3,Crew_D,74,Busy,2025-07-16 18:37:26,0.63,Remote,Rain,37.233333333333334,0,18,2
AI277,2025-07-16 15:52:00,2025-07-16 16:30:39,38.66,0,B1,Crew_C,201,Very Busy,2025-07-16 15:58:35,0.75,Finger,Clear,38.65,0,15,2
AI138,2025-07-16 23:51:00,2025-07-17 00:26:38,35.65,0,B3,Crew_C,154,Busy,2025-07-17 00:06:19,0.73,Remote,Rain,35.63333333333333,0,23,2
AI936,2025-07-16 13:26:00,2025-07-16 14:04:48,38.8,0,B2,Crew_A,133,Very Busy,2025-07-16 13:39:36,0.77,Remote,Storm,38.8,0,13,2
AI749,2025-07-16 20:24:00,2025-07-16 20:55:00,31.0,0,B2,Crew_C,138,Free,2025-07-16 20:41:40,0.47,Finger,Clear,31.0,0,20,2
AI614,2025-07-16 22:14:00,2025-07-16 22:45:00,31.0,0,B4,Crew_D,165,Free,2025-07-16 22:30:09,0.36,Finger,Rain,31.0,0,22,2
AI870,2025-07-16 19:36:00,2025-07-16 20:13:04,37.07,0,B4,Crew_B,192,Busy,2025-07-16 19:56:47,0.66,Remote,Clear,37.06666666666667,0,19,2
AI235,2025-07-16 10:05:00,2025-07-16 10:36:00,31.0,0,B4,Crew_C,119,Busy,2025-07-16 10:25:23,0.7,Finger,Clear,31.0,0,10,2
AI187,2025-07-16 12:32:00,2025-07-16 13:08:07,36.13,0,B2,Crew_D,67,Busy,2025-07-16 12:47:44,0.68,Finger,Clear,36.11666666666667,0,12,2
AI672,2025-07-16 06:31:00,2025-07-16 07:02:00,31.0,0,B2,Crew_B,229,Free,2025-07-16 06:48:06,0.39,Finger,Clear,31.0,0,6,2
AI173,2025-07-16 08:49:00,2025-07-16 09:20:51,31.85,0,B1,Crew_A,105,Busy,2025-07-16 08:58:56,0.73,Finger,Fog,31.85,0,8,2
AI787,2025-07-16 13:27:00,2025-07-16 13:59:25,32.43,0,B1,Crew_C,51,Free,2025-07-16 13:34:18,0.33,Remote,Clear,32.416666666666664,0,13,2
AI273,2025-07-16 11:39:00,2025-07-16 12:21:45,42.75,0,B4,Crew_A,172,Very Busy,2025-07-16 11:52:03,0.81,Contact,Rain,42.75,0,11,2
AI937,2025-07-16 07:12:00,2025-07-16 07:43:00,31.0,0,B1,Crew_A,143,Busy,2025-07-16 07:18:03,0.61,Remote,Rain,31.0,0,7,2
AI857,2025-07-16 01:15:00,2025-07-16 01:49:13,34.23,0,B3,Crew_A,125,Very Busy,2025-07-16 01:43:58,0.84,Remote,Storm,34.21666666666667,0,1,2
AI451,2025-07-16 22:51:00,2025-07-16 23:22:00,31.0,0,B3,Crew_B,240,Free,2025-07-16 23:11:38,0.32,Contact,Clear,31.0,0,22,2
AI857,2025-07-16 17:13:00,2025-07-16 17:44:00,31.0,0,B4,Crew_B,148,Free,2025-07-16 17:34:55,0.37,Finger,Rain,31.0,0,17,2
AI811,2025-07-16 22:42:00,2025-07-16 23:13:00,31.0,0,B1,Crew_C,139,Free,2025-07-16 22:54:31,0.48,Finger,Fog,31.0,0,22,2
AI274,2025-07-16 01:18:00,2025-07-16 01:49:00,31.0,0,B1,Crew_D,212,Free,2025-07-16 01:39:58,0.46,Finger,Rain,31.0,0,1,2
AI770,2025-07-16 00:04:00,2025-07-16 00:35:00,31.0,0,B3,Crew_A,76,Free,2025-07-16 00:13:17,0.3,Contact,Rain,31.0,0,0,2
AI119,2025-07-16 09:55:00,2025-07-16 10:31:39,36.66,0,B4,Crew_A,246,Very Busy,2025-07-16 10:14:10,0.75,Contact,Clear,36.65,0,9,2
AI423,2025-07-16 15:55:00,2025-07-16 16:26:00,31.0,0,B4,Crew_A,54,Busy,2025-07-16 16:13:44,0.69,Remote,Clear,31.0,0,15,2
AI140,2025-07-16 07:59:00,2025-07-16 08:35:10,36.17,0,B2,Crew_A,181,Busy,2025-07-16 08:05:47,0.66,Contact,Clear,36.166666666666664,0,7,2
AI455,2025-07-16 21:22:00,2025-07-16 21:53:00,31.0,0,B3,Crew_A,168,Free,2025-07-16 21:27:55,0.44,Contact,Clear,31.0,0,21,2
AI740,2025-07-16 08:56:00,2025-07-16 09:27:00,31.0,0,B3,Crew_B,212,Free,2025-07-16 09:09:28,0.47,Remote,Fog,31.0,0,8,2
AI255,2025-07-16 10:57:00,2025-07-16 11:28:00,31.0,0,B4,Crew_B,153,Free,2025-07-16 11:20:53,0.49,Remote,Clear,31.0,0,10,2
AI527,2025-07-16 07:36:00,2025-07-16 08:07:00,31.0,0,B3,Crew_D,148,Free,2025-07-16 07:55:11,0.43,Contact,Fog,31.0,0,7,2
AI655,2025-07-16 04:13:00,2025-07-16 04:44:00,31.0,0,B2,Crew_B,161,Busy,2025-07-16 04:29:40,0.6,Finger,Clear,31.0,0,4,2
AI416,2025-07-16 22:45:00,2025-07-16 23:20:34,35.57,0,B2,Crew_B,193,Very Busy,2025-07-16 22:54:18,0.88,Remote,Clear,35.56666666666667,0,22,2
AI425,2025-07-16 02:35:00,2025-07-16 03:06:00,31.0,0,B3,Crew_B,80,Busy,2025-07-16 03:00:20,0.64,Finger,Clear,31.0,0,2,2
AI844,2025-07-16 00:48:00,2025-07-16 01:19:00,31.0,0,B3,Crew_D,94,Free,2025-07-16 00:59:38,0.36,Contact,Fog,31.0,0,0,2
AI863,2025-07-16 20:59:00,2025-07-16 21:37:52,38.87,0,B1,Crew_B,79,Busy,2025-07-16 21:23:33,0.66,Remote,Rain,38.86666666666667,0,20,2
AI289,2025-07-16 00:48:00,2025-07-16 01:26:31,38.52,0,B2,Crew_B,109,Very Busy,2025-07-16 01:11:46,0.75,Finger,Clear,38.516666666666666,0,0,2
AI336,2025-07-16 21:01:00,2025-07-16 21:32:00,31.0,0,B2,Crew_D,233,Free,2025-07-16 21:13:57,0.48,Finger,Rain,31.0,0,21,2
AI829,2025-07-16 20:23:00,2025-07-16 20:54:00,31.0,0,B2,Crew_B,81,Free,2025-07-16 20:39:29,0.35,Contact,Clear,31.0,0,20,2
AI297,2025-07-16 07:02:00,2025-07-16 07:36:09,34.15,0,B4,Crew_B,55,Busy,2025-07-16 07:13:34,0.6,Remote,Fog,34.15,0,7,2
AI860,2025-07-16 21:12:00,2025-07-16 21:43:11,31.19,0,B4,Crew_D,194,Busy,2025-07-16 21:21:57,0.63,Remote,Clear,31.183333333333334,0,21,2
AI804,2025-07-16 10:55:00,2025-07-16 11:31:17,36.29,0,B1,Crew_D,209,Busy,2025-07-16 11:24:53,0.66,Remote,Clear,36.28333333333333,0,10,2
AI837,2025-07-16 10:25:00,2025-07-16 10:56:51,31.86,0,B1,Crew_A,161,Busy,2025-07-16 10:47:03,0.75,Finger,Clear,31.85,0,10,2
AI562,2025-07-16 14:52:00,2025-07-16 15:36:18,44.3,0,B4,Crew_A,125,Very Busy,2025-07-16 15:01:07,0.89,Remote,Clear,44.3,0,14,2
AI671,2025-07-16 12:33:00,2025-07-16 13:04:00,31.0,0,B4,Crew_D,72,Busy,2025-07-16 12:57:15,0.72,Remote,Clear,31.0,0,12,2
AI411,2025-07-16 09:29:00,2025-07-16 10:00:37,31.63,0,B1,Crew_B,161,Free,2025-07-16 09:49:39,0.44,Contact,Rain,31.616666666666667,0,9,2
AI574,2025-07-16 20:28:00,2025-07-16 20:59:27,31.46,0,B2,Crew_D,143,Free,2025-07-16 20:36:29,0.35,Finger,Clear,31.45,0,20,2
AI523,2025-07-16 10:28:00,2025-07-16 10:59:00,31.0,0,B2,Crew_D,60,Free,2025-07-16 10:38:52,0.36,Contact,Clear,31.0,0,10,2
AI192,2025-07-16 08:20:00,2025-07-16 08:51:00,31.01,0,B1,Crew_A,170,Busy,2025-07-16 08:25:49,0.69,Finger,Rain,31.0,0,8,2
AI216,2025-07-16 22:28:00,2025-07-16 23:02:38,34.65,0,B4,Crew_B,67,Busy,2025-07-16 22:56:19,0.72,Remote,Clear,34.63333333333333,0,22,2
AI487,2025-07-16 17:24:00,2025-07-16 17:55:00,31.0,0,B2,Crew_B,224,Free,2025-07-16 17:36:38,0.41,Remote,Fog,31.0,0,17,2
AI989,2025-07-16 04:11:00,2025-07-16 04:42:00,31.0,0,B3,Crew_D,179,Busy,2025-07-16 04:27:53,0.71,Remote,Clear,31.0,0,4,2
AI395,2025-07-16 20:11:00,2025-07-16 20:42:00,31.0,0,B1,Crew_C,240,Free,2025-07-16 20:17:03,0.39,Remote,Fog,31.0,0,20,2
AI112,2025-07-16 14:31:00,2025-07-16 15:07:56,36.95,0,B4,Crew_B,92,Very Busy,2025-07-16 14:42:05,0.87,Finger,Storm,36.93333333333333,0,14,2
AI322,2025-07-16 18:42:00,2025-07-16 19:13:00,31.0,0,B1,Crew_B,118,Busy,2025-07-16 18:53:02,0.64,Contact,Clear,31.0,0,18,2
AI660,2025-07-16 08:39:00,2025-07-16 09:10:00,31.0,0,B2,Crew_A,63,Busy,2025-07-16 08:51:01,0.66,Remote,Clear,31.0,0,8,2
AI768,2025-07-16 11:02:00,2025-07-16 11:33:00,31.0,0,B3,Crew_C,223,Free,2025-07-16 11:11:22,0.36,Remote,Rain,31.0,0,11,2
AI189,2025-07-16 01:06:00,2025-07-16 01:37:08,31.14,0,B3,Crew_B,104,Busy,2025-07-16 01:16:40,0.65,Remote,Clear,31.133333333333333,0,1,2
AI566,2025-07-16 23:37:00,2025-07-17 00:08:00,31.0,0,B3,Crew_C,199,Free,2025-07-16 23:59:22,0.42,Remote,Clear,31.0,0,23,2
AI477,2025-07-16 12:52:00,2025-07-16 13:23:00,31.0,0,B1,Crew_C,68,Free,2025-07-16 13:10:28,0.35,Contact,Storm,31.0,0,12,2
AI582,2025-07-16 04:07:00,2025-07-16 04:38:00,31.0,0,B4,Crew_B,71,Busy,2025-07-16 04:14:33,0.62,Contact,Clear,31.0,0,4,2
AI812,2025-07-16 06:39:00,2025-07-16 07:10:00,31.0,0,B1,Crew_D,87,Free,2025-07-16 07:01:20,0.43,Finger,Rain,31.0,0,6,2
AI841,2025-07-16 22:38:00,2025-07-16 23:19:02,41.03,0,B3,Crew_C,181,Very Busy,2025-07-16 22:45:32,0.76,Finger,Clear,41.03333333333333,0,22,2
AI638,2025-07-16 18:39:00,2025-07-16 19:15:20,36.34,0,B4,Crew_D,93,Free,2025-07-16 19:06:48,0.36,Remote,Rain,36.333333333333336,0,18,2
AI604,2025-07-16 05:56:00,2025-07-16 06:27:53,31.9,0,B2,Crew_A,230,Busy,2025-07-16 06:10:46,0.69,Finger,Clear,31.883333333333333,0,5,2
AI221,2025-07-16 00:29:00,2025-07-16 01:10:41,41.7,0,B2,Crew_D,66,Busy,2025-07-16 00:34:44,0.66,Remote,Rain,41.68333333333333,0,0,2
AI523,2025-07-16 01:21:00,2025-07-16 01:52:00,31.0,0,B2,Crew_C,137,Free,2025-07-16 01:42:22,0.3,Finger,Clear,31.0,0,1,2
AI360,2025-07-16 02:19:00,2025-07-16 02:50:00,31.0,0,B1,Crew_A,99,Free,2025-07-16 02:34:20,0.34,Finger,Clear,31.0,0,2,2
AI802,2025-07-16 10:21:00,2025-07-16 10:52:00,31.0,0,B1,Crew_B,96,Free,2025-07-16 10:31:18,0.47,Finger,Rain,31.0,0,10,2
AI298,2025-07-16 10:53:00,2025-07-16 11:24:00,31.0,0,B4,Crew_A,157,Free,2025-07-16 10:59:57,0.49,Finger,Clear,31.0,0,10,2
AI761,2025-07-16 04:30:00,2025-07-16 05:01:00,31.0,0,B3,Crew_D,244,Free,2025-07-16 04:47:28,0.42,Contact,Storm,31.0,0,4,2
