Passenger_ID,Bag_Tag_ID,Checkin_Time,Bag_Loaded_on_Aircraft_Time,Flight_Scheduled_Departure_Time,Load_Team_Assigned,Bag_Routing_Status,Bag_Screening_Status,Checkin_Counter_Location,Trolley_Turnaround_Time,Bag_Load_Lead_Time_Minutes,Late_Load_Flag,Calculated_Bag_Load_Lead_Time_Minutes,Calculated_Late_Load_Flag,Departure_Hour,Departure_Day_of_Week,Checkin_to_Load_Duration_Minutes
PAX80601,TAG132450,2025-07-16 17:16:00,2025-07-16 19:20:55,2025-07-16 19:43:00,Team_2,Routed,Manual Check,Counter_C,8.53,22.07,0,22.083333333333332,0,19,2,124.91666666666667
PAX56919,TAG505537,2025-07-16 09:28:00,2025-07-16 10:35:01,2025-07-16 10:53:00,Team_1,Routed,Cleared,Counter_A,12.25,17.98,0,17.983333333333334,0,10,2,67.01666666666667
PAX70646,TAG488477,2025-07-16 09:30:00,2025-07-16 11:09:55,2025-07-16 11:28:00,Team_2,Routed,Cleared,Counter_C,14.69,18.08,0,18.083333333333332,0,11,2,99.91666666666667
PAX56900,TAG300814,2025-07-16 06:37:00,2025-07-16 07:32:04,2025-07-16 07:52:00,Team_3,Routed,Cleared,Counter_A,13.61,19.92,0,19.933333333333334,0,7,2,55.06666666666667
PAX40704,TAG617795,2025-07-16 13:55:00,2025-07-16 15:38:10,2025-07-16 16:02:00,Team_3,Routed,Held,Counter_C,11.72,23.83,0,23.833333333333332,0,16,2,103.16666666666667
PAX37405,TAG107482,2025-07-16 10:43:00,2025-07-16 11:42:19,2025-07-16 11:52:00,Team_2,Routed,Cleared,Counter_C,5.03,9.68,1,9.683333333333334,1,11,2,59.31666666666667
PAX75578,TAG618008,2025-07-16 08:20:00,2025-07-16 10:11:14,2025-07-16 10:35:00,Team_3,Routed,Cleared,Counter_C,8.99,23.76,0,23.766666666666666,0,10,2,111.23333333333333
PAX89032,TAG692592,2025-07-16 07:24:00,2025-07-16 09:47:58,2025-07-16 10:04:00,Team_1,Routed,Cleared,Counter_B,19.21,16.02,0,16.033333333333335,0,10,2,143.96666666666667
PAX84698,TAG997034,2025-07-16 11:37:00,2025-07-16 12:44:54,2025-07-16 12:56:00,Team_1,Routed,Cleared,Counter_C,11.79,11.09,1,11.1,1,12,2,67.9
PAX13030,TAG826648,2025-07-16 21:12:00,2025-07-16 22:16:29,2025-07-16 22:39:00,Team_2,Routed,Cleared,Counter_A,12.81,22.5,0,22.516666666666666,0,22,2,64.48333333333333
PAX65982,TAG772101,2025-07-16 04:35:00,2025-07-16 06:39:30,2025-07-16 06:54:00,Team_2,Routed,Cleared,Counter_B,11.34,14.48,1,14.5,1,6,2,124.5
PAX25953,TAG813213,2025-07-16 19:39:00,2025-07-16 21:10:27,2025-07-16 21:29:00,Team_1,Routed,Cleared,Counter_C,6.95,18.54,0,18.55,0,21,2,91.45
PAX39431,TAG149246,2025-07-16 12:18:00,2025-07-16 13:34:46,2025-07-16 13:58:00,Team_1,Routed,Cleared,Counter_B,10.49,23.22,0,23.233333333333334,0,13,2,76.76666666666667
PAX35507,TAG450964,2025-07-16 05:17:00,2025-07-16 07:33:04,2025-07-16 07:56:00,Team_3,Routed,Cleared,Counter_A,15.24,22.92,0,22.933333333333334,0,7,2,136.06666666666666
PAX65550,TAG178056,2025-07-16 10:42:00,2025-07-16 11:52:19,2025-07-16 12:12:00,Team_3,Routed,Cleared,Counter_C,7.11,19.67,0,19.683333333333334,0,12,2,70.31666666666666
PAX22678,TAG129226,2025-07-16 18:39:00,2025-07-16 20:04:46,2025-07-16 20:27:00,Team_3,Routed,Cleared,Counter_B,7.45,22.23,0,22.233333333333334,0,20,2,85.76666666666667
PAX42821,TAG359159,2025-07-16 05:36:00,2025-07-16 08:11:54,2025-07-16 08:30:00,Team_1,Routed,Cleared,Counter_B,8.35,18.09,0,18.1,0,8,2,155.9
PAX78114,TAG932685,2025-07-16 09:43:00,2025-07-16 11:49:10,2025-07-16 12:04:00,Team_1,Routed,Cleared,Counter_C,10.74,14.83,1,14.833333333333334,1,12,2,126.16666666666667
PAX68517,TAG707056,2025-07-16 05:27:00,2025-07-16 07:50:47,2025-07-16 08:05:00,Team_2,Misrouted,Held,Counter_B,13.6,14.2,1,14.216666666666667,1,8,2,143.78333333333333
PAX18523,TAG920664,2025-07-16 07:32:00,2025-07-16 08:41:53,2025-07-16 09:03:00,Team_2,Routed,Cleared,Counter_C,19.11,21.11,0,21.116666666666667,0,9,2,69.88333333333334
PAX92075,TAG552816,2025-07-16 05:34:00,2025-07-16 06:44:14,2025-07-16 07:06:00,Team_2,Routed,Cleared,Counter_B,12.11,21.75,0,21.766666666666666,0,7,2,70.23333333333333
PAX62649,TAG200485,2025-07-16 16:13:00,2025-07-16 17:56:52,2025-07-16 18:14:00,Team_3,Routed,Cleared,Counter_A,18.68,17.12,0,17.133333333333333,0,18,2,103.86666666666666
PAX69429,TAG502569,2025-07-16 16:51:00,2025-07-16 19:27:22,2025-07-16 19:50:00,Team_1,Routed,Cleared,Counter_B,16.87,22.62,0,22.633333333333333,0,19,2,156.36666666666667
PAX95317,TAG808602,2025-07-16 04:26:00,2025-07-16 05:10:36,2025-07-16 05:29:00,Team_1,Routed,Cleared,Counter_A,14.4,18.39,0,18.4,0,5,2,44.6
PAX11610,TAG724086,2025-07-16 06:24:00,2025-07-16 07:15:02,2025-07-16 07:37:00,Team_3,Routed,Cleared,Counter_A,19.7,21.97,0,21.966666666666665,0,7,2,51.03333333333333
PAX93540,TAG633618,2025-07-16 10:37:00,2025-07-16 13:02:43,2025-07-16 13:22:00,Team_2,Routed,Cleared,Counter_A,6.61,19.27,0,19.283333333333335,0,13,2,145.71666666666667
PAX41870,TAG244360,2025-07-16 04:06:00,2025-07-16 05:41:41,2025-07-16 06:03:00,Team_3,Routed,Cleared,Counter_C,5.11,21.3,0,21.316666666666666,0,6,2,95.68333333333334
PAX56890,TAG426304,2025-07-16 21:40:00,2025-07-16 23:31:38,2025-07-16 23:56:00,Team_2,Routed,Cleared,Counter_B,8.98,24.36,0,24.366666666666667,0,23,2,111.63333333333334
PAX89079,TAG459557,2025-07-16 11:26:00,2025-07-16 14:02:57,2025-07-16 14:23:00,Team_3,Misrouted,Cleared,Counter_C,19.83,20.04,0,20.05,0,14,2,156.95
PAX28953,TAG160101,2025-07-16 09:47:00,2025-07-16 12:12:51,2025-07-16 12:32:00,Team_1,Routed,Cleared,Counter_B,7.46,19.15,0,19.15,0,12,2,145.85
PAX55064,TAG304899,2025-07-16 10:38:00,2025-07-16 11:21:29,2025-07-16 11:40:00,Team_2,Routed,Cleared,Counter_A,8.06,18.5,0,18.516666666666666,0,11,2,43.483333333333334
PAX97537,TAG598833,2025-07-16 18:30:00,2025-07-16 19:30:21,2025-07-16 19:38:00,Team_3,Routed,Held,Counter_B,10.13,7.65,1,7.65,1,19,2,60.35
PAX90753,TAG414186,2025-07-16 17:09:00,2025-07-16 17:55:32,2025-07-16 18:21:00,Team_1,Routed,Cleared,Counter_B,18.59,25.46,0,25.466666666666665,0,18,2,46.53333333333333
PAX38757,TAG103876,2025-07-16 10:18:00,2025-07-16 12:21:49,2025-07-16 12:44:00,Team_1,Routed,Cleared,Counter_B,9.22,22.18,0,22.183333333333334,0,12,2,123.81666666666666
PAX53452,TAG946485,2025-07-16 14:52:00,2025-07-16 16:52:35,2025-07-16 17:13:00,Team_1,Routed,Cleared,Counter_B,9.59,20.41,0,20.416666666666668,0,17,2,120.58333333333333
PAX11296,TAG177312,2025-07-16 13:16:00,2025-07-16 15:42:22,2025-07-16 16:01:00,Team_2,Routed,Cleared,Counter_A,15.63,18.62,0,18.633333333333333,0,16,2,146.36666666666667
PAX92750,TAG714136,2025-07-16 13:22:00,2025-07-16 15:45:14,2025-07-16 16:02:00,Team_2,Misrouted,Cleared,Counter_A,12.5,16.76,0,16.766666666666666,0,16,2,143.23333333333332
PAX38697,TAG374725,2025-07-16 07:24:00,2025-07-16 10:08:18,2025-07-16 10:21:00,Team_1,Routed,Cleared,Counter_A,13.02,12.69,1,12.7,1,10,2,164.3
PAX33078,TAG983825,2025-07-16 12:06:00,2025-07-16 13:38:19,2025-07-16 13:58:00,Team_1,Routed,Cleared,Counter_B,10.17,19.67,0,19.683333333333334,0,13,2,92.31666666666666
PAX95835,TAG925663,2025-07-16 06:33:00,2025-07-16 07:56:05,2025-07-16 08:21:00,Team_1,Routed,Cleared,Counter_B,18.3,24.91,0,24.916666666666668,0,8,2,83.08333333333333
PAX58804,TAG793013,2025-07-16 08:04:00,2025-07-16 10:09:03,2025-07-16 10:33:00,Team_2,Misrouted,Manual Check,Counter_C,7.32,23.94,0,23.95,0,10,2,125.05
PAX18569,TAG224249,2025-07-16 08:05:00,2025-07-16 09:38:11,2025-07-16 09:56:00,Team_1,Routed,Cleared,Counter_C,5.25,17.8,0,17.816666666666666,0,9,2,93.18333333333334
PAX59570,TAG828082,2025-07-16 14:51:00,2025-07-16 16:02:00,2025-07-16 16:20:00,Team_1,Routed,Manual Check,Counter_A,12.59,17.99,0,18.0,0,16,2,71.0
PAX90744,TAG715855,2025-07-16 09:42:00,2025-07-16 11:37:40,2025-07-16 11:54:00,Team_2,Routed,Cleared,Counter_A,7.89,16.32,0,16.333333333333332,0,11,2,115.66666666666667
PAX16980,TAG760035,2025-07-16 11:44:00,2025-07-16 13:42:25,2025-07-16 13:55:00,Team_3,Routed,Cleared,Counter_B,15.35,12.57,1,12.583333333333334,1,13,2,118.41666666666667
PAX37425,TAG862627,2025-07-16 05:15:00,2025-07-16 07:30:43,2025-07-16 07:50:00,Team_1,Routed,Cleared,Counter_A,13.8,19.28,0,19.283333333333335,0,7,2,135.71666666666667
PAX76665,TAG506968,2025-07-16 19:45:00,2025-07-16 21:02:58,2025-07-16 21:23:00,Team_2,Routed,Cleared,Counter_C,16.2,20.03,0,20.033333333333335,0,21,2,77.96666666666667
PAX59005,TAG651001,2025-07-16 18:05:00,2025-07-16 20:23:55,2025-07-16 20:45:00,Team_3,Misrouted,Cleared,Counter_B,15.98,21.07,0,21.083333333333332,0,20,2,138.91666666666666
PAX93637,TAG929029,2025-07-16 22:30:00,2025-07-16 23:17:12,2025-07-16 23:41:00,Team_1,Routed,Cleared,Counter_B,10.28,23.78,0,23.8,0,23,2,47.2
PAX40721,TAG515131,2025-07-16 08:23:00,2025-07-16 10:57:11,2025-07-16 11:19:00,Team_1,Routed,Cleared,Counter_B,17.45,21.8,0,21.816666666666666,0,11,2,154.18333333333334
PAX43361,TAG677295,2025-07-16 05:36:00,2025-07-16 06:49:11,2025-07-16 07:08:00,Team_3,Routed,Cleared,Counter_B,13.12,18.81,0,18.816666666666666,0,7,2,73.18333333333334
PAX40169,TAG712328,2025-07-16 05:12:00,2025-07-16 06:15:03,2025-07-16 06:29:00,Team_2,Routed,Cleared,Counter_B,8.06,13.95,1,13.95,1,6,2,63.05
PAX66689,TAG528818,2025-07-16 15:14:00,2025-07-16 16:39:29,2025-07-16 16:51:00,Team_1,Routed,Cleared,Counter_A,9.36,11.5,1,11.516666666666667,1,16,2,85.48333333333333
PAX67892,TAG345147,2025-07-16 11:52:00,2025-07-16 13:21:42,2025-07-16 13:41:00,Team_2,Routed,Held,Counter_C,11.77,19.3,0,19.3,0,13,2,89.7
PAX77212,TAG673206,2025-07-16 05:37:00,2025-07-16 07:22:05,2025-07-16 07:50:00,Team_1,Routed,Cleared,Counter_A,6.23,27.91,0,27.916666666666668,0,7,2,105.08333333333333
PAX57216,TAG140140,2025-07-16 20:15:00,2025-07-16 21:51:51,2025-07-16 22:12:00,Team_2,Routed,Cleared,Counter_B,18.72,20.14,0,20.15,0,22,2,96.85
PAX99592,TAG986516,2025-07-16 10:34:00,2025-07-16 12:50:07,2025-07-16 13:12:00,Team_3,Routed,Manual Check,Counter_C,14.56,21.87,0,21.883333333333333,0,13,2,136.11666666666667
PAX81188,TAG373820,2025-07-16 04:02:00,2025-07-16 05:31:43,2025-07-16 05:49:00,Team_2,Routed,Cleared,Counter_B,10.64,17.27,0,17.283333333333335,0,5,2,89.71666666666667
PAX86015,TAG894617,2025-07-16 02:34:00,2025-07-16 05:03:40,2025-07-16 05:30:00,Team_1,Routed,Manual Check,Counter_B,9.54,26.32,0,26.333333333333332,0,5,2,149.66666666666666
PAX39829,TAG337949,2025-07-16 09:39:00,2025-07-16 11:21:17,2025-07-16 11:30:00,Team_3,Routed,Cleared,Counter_B,11.09,8.72,1,8.716666666666667,1,11,2,102.28333333333333
PAX70476,TAG457207,2025-07-16 04:39:00,2025-07-16 06:55:00,2025-07-16 07:20:00,Team_3,Routed,Cleared,Counter_B,10.73,25.0,0,25.0,0,7,2,136.0
PAX37470,TAG559990,2025-07-16 17:56:00,2025-07-16 19:36:46,2025-07-16 19:54:00,Team_3,Routed,Cleared,Counter_A,15.0,17.23,0,17.233333333333334,0,19,2,100.76666666666667
PAX50051,TAG873644,2025-07-16 02:49:00,2025-07-16 05:20:35,2025-07-16 05:31:00,Team_2,Routed,Cleared,Counter_A,9.6,10.41,1,10.416666666666666,1,5,2,151.58333333333334
PAX64938,TAG546399,2025-07-16 15:42:00,2025-07-16 17:25:55,2025-07-16 17:48:00,Team_2,Routed,Cleared,Counter_C,8.68,22.08,0,22.083333333333332,0,17,2,103.91666666666667
PAX13046,TAG695148,2025-07-16 04:57:00,2025-07-16 06:35:40,2025-07-16 06:59:00,Team_2,Routed,Manual Check,Counter_C,11.19,23.32,0,23.333333333333332,0,6,2,98.66666666666667
PAX92554,TAG937965,2025-07-16 22:15:00,2025-07-16 23:32:18,2025-07-16 23:55:00,Team_2,Routed,Cleared,Counter_A,9.96,22.69,0,22.7,0,23,2,77.3
PAX80056,TAG505205,2025-07-16 09:45:00,2025-07-16 11:06:36,2025-07-16 11:30:00,Team_2,Routed,Cleared,Counter_C,17.68,23.39,0,23.4,0,11,2,81.6
PAX49930,TAG197770,2025-07-16 08:52:00,2025-07-16 09:46:14,2025-07-16 10:06:00,Team_3,Routed,Cleared,Counter_C,11.17,19.75,0,19.766666666666666,0,10,2,54.233333333333334
PAX74043,TAG128142,2025-07-16 09:11:00,2025-07-16 10:01:30,2025-07-16 10:12:00,Team_2,Routed,Manual Check,Counter_A,9.03,10.49,1,10.5,1,10,2,50.5
PAX40544,TAG405246,2025-07-16 19:34:00,2025-07-16 20:42:41,2025-07-16 21:04:00,Team_1,Routed,Cleared,Counter_A,17.38,21.3,0,21.316666666666666,0,21,2,68.68333333333334
PAX52830,TAG530819,2025-07-16 15:46:00,2025-07-16 16:51:31,2025-07-16 17:10:00,Team_2,Misrouted,Cleared,Counter_B,5.47,18.47,0,18.483333333333334,0,17,2,65.51666666666667
PAX19012,TAG507888,2025-07-16 08:11:00,2025-07-16 10:46:00,2025-07-16 11:08:00,Team_3,Routed,Cleared,Counter_C,9.63,22.0,0,22.0,0,11,2,155.0
PAX72230,TAG266494,2025-07-16 21:59:00,2025-07-16 22:57:15,2025-07-16 23:19:00,Team_3,Routed,Cleared,Counter_B,17.66,21.73,0,21.75,0,23,2,58.25
PAX46102,TAG311500,2025-07-16 02:11:00,2025-07-16 04:47:31,2025-07-16 05:09:00,Team_3,Routed,Cleared,Counter_A,16.58,21.47,0,21.483333333333334,0,5,2,156.51666666666668
PAX78925,TAG444867,2025-07-16 20:57:00,2025-07-16 23:44:54,2025-07-16 23:56:00,Team_1,Routed,Cleared,Counter_C,13.13,11.1,1,11.1,1,23,2,167.9
PAX21941,TAG401897,2025-07-16 17:14:00,2025-07-16 19:07:13,2025-07-16 19:22:00,Team_2,Routed,Cleared,Counter_B,9.34,14.78,1,14.783333333333333,1,19,2,113.21666666666667
PAX90350,TAG963428,2025-07-16 07:53:00,2025-07-16 10:13:37,2025-07-16 10:26:00,Team_3,Routed,Held,Counter_B,10.99,12.37,1,12.383333333333333,1,10,2,140.61666666666667
PAX70008,TAG503350,2025-07-16 08:45:00,2025-07-16 10:23:53,2025-07-16 10:44:00,Team_1,Routed,Cleared,Counter_A,5.67,20.11,0,20.116666666666667,0,10,2,98.88333333333334
PAX30700,TAG387075,2025-07-16 19:40:00,2025-07-16 21:58:49,2025-07-16 22:18:00,Team_3,Routed,Cleared,Counter_C,5.74,19.18,0,19.183333333333334,0,22,2,138.81666666666666
PAX38476,TAG617459,2025-07-16 16:51:00,2025-07-16 18:28:14,2025-07-16 18:48:00,Team_1,Routed,Manual Check,Counter_A,5.2,19.76,0,19.766666666666666,0,18,2,97.23333333333333
PAX76112,TAG903774,2025-07-16 13:49:00,2025-07-16 15:15:30,2025-07-16 15:26:00,Team_3,Routed,Cleared,Counter_A,15.01,10.49,1,10.5,1,15,2,86.5
PAX70577,TAG128015,2025-07-16 06:09:00,2025-07-16 07:19:32,2025-07-16 07:40:00,Team_2,Routed,Cleared,Counter_B,8.15,20.45,0,20.466666666666665,0,7,2,70.53333333333333
PAX62342,TAG997343,2025-07-16 10:21:00,2025-07-16 11:01:02,2025-07-16 11:25:00,Team_3,Routed,Cleared,Counter_A,18.09,23.96,0,23.966666666666665,0,11,2,40.03333333333333
PAX52875,TAG802855,2025-07-16 18:07:00,2025-07-16 19:09:34,2025-07-16 19:31:00,Team_3,Routed,Cleared,Counter_A,6.26,21.42,0,21.433333333333334,0,19,2,62.56666666666667
PAX67373,TAG247068,2025-07-16 18:10:00,2025-07-16 20:27:35,2025-07-16 20:52:00,Team_1,Routed,Cleared,Counter_C,8.8,24.4,0,24.416666666666668,0,20,2,137.58333333333334
PAX23174,TAG285846,2025-07-16 13:05:00,2025-07-16 13:55:39,2025-07-16 14:07:00,Team_1,Routed,Cleared,Counter_C,14.33,11.34,1,11.35,1,14,2,50.65
PAX11469,TAG810287,2025-07-16 11:37:00,2025-07-16 12:51:30,2025-07-16 13:09:00,Team_3,Routed,Cleared,Counter_A,6.99,17.5,0,17.5,0,13,2,74.5
PAX98479,TAG658155,2025-07-16 10:13:00,2025-07-16 11:06:14,2025-07-16 11:28:00,Team_3,Routed,Cleared,Counter_C,6.34,21.75,0,21.766666666666666,0,11,2,53.233333333333334
PAX96840,TAG851210,2025-07-16 07:16:00,2025-07-16 08:05:06,2025-07-16 08:24:00,Team_3,Routed,Cleared,Counter_A,6.53,18.89,0,18.9,0,8,2,49.1
PAX16378,TAG909930,2025-07-16 16:00:00,2025-07-16 17:30:59,2025-07-16 17:49:00,Team_1,Routed,Cleared,Counter_A,14.35,18.0,0,18.016666666666666,0,17,2,90.98333333333333
PAX21978,TAG116817,2025-07-16 15:59:00,2025-07-16 17:38:50,2025-07-16 18:01:00,Team_1,Misrouted,Cleared,Counter_C,9.11,22.17,0,22.166666666666668,0,18,2,99.83333333333333
PAX97680,TAG166240,2025-07-16 10:43:00,2025-07-16 12:35:12,2025-07-16 12:56:00,Team_3,Routed,Cleared,Counter_A,18.11,20.78,0,20.8,0,12,2,112.2
PAX31895,TAG146150,2025-07-16 16:33:00,2025-07-16 18:08:55,2025-07-16 18:32:00,Team_3,Routed,Cleared,Counter_C,9.34,23.07,0,23.083333333333332,0,18,2,95.91666666666667
PAX34844,TAG755017,2025-07-16 09:30:00,2025-07-16 11:38:57,2025-07-16 11:59:00,Team_1,Routed,Held,Counter_A,15.51,20.05,0,20.05,0,11,2,128.95
PAX38020,TAG211028,2025-07-16 14:56:00,2025-07-16 16:02:55,2025-07-16 16:20:00,Team_2,Routed,Cleared,Counter_A,7.88,17.08,0,17.083333333333332,0,16,2,66.91666666666667
PAX61011,TAG323103,2025-07-16 16:28:00,2025-07-16 18:50:45,2025-07-16 19:14:00,Team_3,Routed,Cleared,Counter_C,19.25,23.24,0,23.25,0,19,2,142.75
PAX58362,TAG146073,2025-07-16 05:14:00,2025-07-16 07:36:58,2025-07-16 07:56:00,Team_3,Routed,Cleared,Counter_B,10.11,19.02,0,19.033333333333335,0,7,2,142.96666666666667
PAX23344,TAG847143,2025-07-16 20:49:00,2025-07-16 22:35:04,2025-07-16 22:50:00,Team_1,Misrouted,Held,Counter_B,17.7,14.93,1,14.933333333333334,1,22,2,106.06666666666666
PAX22418,TAG729006,2025-07-16 13:40:00,2025-07-16 15:31:57,2025-07-16 15:40:00,Team_3,Routed,Cleared,Counter_A,15.89,8.04,1,8.05,1,15,2,111.95
PAX53522,TAG283847,2025-07-16 13:45:00,2025-07-16 15:36:11,2025-07-16 15:54:00,Team_1,Routed,Cleared,Counter_C,16.91,17.8,0,17.816666666666666,0,15,2,111.18333333333334
PAX86681,TAG570717,2025-07-16 15:19:00,2025-07-16 17:12:55,2025-07-16 17:32:00,Team_3,Routed,Cleared,Counter_C,16.6,19.07,0,19.083333333333332,0,17,2,113.91666666666667
PAX11742,TAG343904,2025-07-16 04:24:00,2025-07-16 05:17:32,2025-07-16 05:39:00,Team_1,Routed,Cleared,Counter_C,7.53,21.46,0,21.466666666666665,0,5,2,53.53333333333333
PAX66164,TAG894029,2025-07-16 11:00:00,2025-07-16 12:24:50,2025-07-16 12:39:00,Team_2,Routed,Cleared,Counter_B,6.23,14.15,1,14.166666666666666,1,12,2,84.83333333333333
PAX36478,TAG259038,2025-07-16 15:53:00,2025-07-16 16:55:34,2025-07-16 17:13:00,Team_3,Routed,Cleared,Counter_C,19.48,17.42,0,17.433333333333334,0,17,2,62.56666666666667
PAX68160,TAG875165,2025-07-16 12:41:00,2025-07-16 14:50:25,2025-07-16 15:08:00,Team_1,Routed,Cleared,Counter_C,9.14,17.57,0,17.583333333333332,0,15,2,129.41666666666666
PAX64380,TAG779525,2025-07-16 13:40:00,2025-07-16 14:23:43,2025-07-16 14:48:00,Team_2,Routed,Cleared,Counter_B,15.64,24.28,0,24.283333333333335,0,14,2,43.71666666666667
PAX41752,TAG315815,2025-07-16 19:27:00,2025-07-16 21:53:50,2025-07-16 22:03:00,Team_1,Routed,Cleared,Counter_C,15.84,9.16,1,9.166666666666666,1,22,2,146.83333333333334
PAX39156,TAG737600,2025-07-16 15:49:00,2025-07-16 17:14:03,2025-07-16 17:33:00,Team_1,Routed,Cleared,Counter_A,16.13,18.93,0,18.95,0,17,2,85.05
PAX74440,TAG173384,2025-07-16 09:10:00,2025-07-16 10:41:45,2025-07-16 11:03:00,Team_1,Routed,Cleared,Counter_A,7.75,21.24,0,21.25,0,11,2,91.75
PAX22027,TAG282112,2025-07-16 22:05:00,2025-07-16 23:25:18,2025-07-16 23:35:00,Team_1,Routed,Held,Counter_C,9.79,9.68,1,9.7,1,23,2,80.3
PAX20245,TAG546944,2025-07-16 16:36:00,2025-07-16 18:59:33,2025-07-16 19:19:00,Team_2,Routed,Cleared,Counter_A,8.52,19.45,0,19.45,0,19,2,143.55
PAX89410,TAG361063,2025-07-16 12:55:00,2025-07-16 14:06:38,2025-07-16 14:18:00,Team_1,Routed,Manual Check,Counter_B,19.16,11.36,1,11.366666666666667,1,14,2,71.63333333333334
PAX73068,TAG183902,2025-07-16 14:04:00,2025-07-16 16:15:23,2025-07-16 16:25:00,Team_2,Routed,Cleared,Counter_C,6.91,9.6,1,9.616666666666667,1,16,2,131.38333333333333
PAX89874,TAG870627,2025-07-16 17:40:00,2025-07-16 18:36:15,2025-07-16 18:48:00,Team_2,Routed,Manual Check,Counter_A,14.88,11.74,1,11.75,1,18,2,56.25
PAX59993,TAG548158,2025-07-16 05:26:00,2025-07-16 07:31:33,2025-07-16 07:48:00,Team_3,Routed,Cleared,Counter_A,8.03,16.44,0,16.45,0,7,2,125.55
PAX82463,TAG861945,2025-07-16 07:30:00,2025-07-16 09:55:50,2025-07-16 10:16:00,Team_2,Routed,Cleared,Counter_B,19.99,20.15,0,20.166666666666668,0,10,2,145.83333333333334
PAX83681,TAG735463,2025-07-16 17:38:00,2025-07-16 19:39:31,2025-07-16 20:04:00,Team_1,Routed,Cleared,Counter_A,6.73,24.47,0,24.483333333333334,0,20,2,121.51666666666667
PAX34854,TAG104383,2025-07-16 04:13:00,2025-07-16 05:37:25,2025-07-16 05:55:00,Team_2,Routed,Cleared,Counter_B,10.64,17.58,0,17.583333333333332,0,5,2,84.41666666666667
PAX64502,TAG513820,2025-07-16 15:23:00,2025-07-16 16:03:46,2025-07-16 16:24:00,Team_3,Routed,Cleared,Counter_A,14.31,20.23,0,20.233333333333334,0,16,2,40.766666666666666
PAX63580,TAG140712,2025-07-16 05:59:00,2025-07-16 08:04:28,2025-07-16 08:24:00,Team_2,Routed,Cleared,Counter_B,19.0,19.53,0,19.533333333333335,0,8,2,125.46666666666667
PAX55688,TAG634363,2025-07-16 17:41:00,2025-07-16 20:15:47,2025-07-16 20:40:00,Team_3,Routed,Cleared,Counter_B,19.72,24.21,0,24.216666666666665,0,20,2,154.78333333333333
PAX65579,TAG871399,2025-07-16 11:05:00,2025-07-16 12:02:52,2025-07-16 12:15:00,Team_2,Routed,Held,Counter_C,16.75,12.13,1,12.133333333333333,1,12,2,57.86666666666667
PAX98660,TAG129628,2025-07-16 06:38:00,2025-07-16 08:48:21,2025-07-16 09:16:00,Team_1,Routed,Held,Counter_B,19.9,27.65,0,27.65,0,9,2,130.35
PAX42429,TAG731399,2025-07-16 20:55:00,2025-07-16 23:24:01,2025-07-16 23:42:00,Team_1,Routed,Cleared,Counter_C,13.1,17.97,0,17.983333333333334,0,23,2,149.01666666666668
PAX60377,TAG516983,2025-07-16 21:32:00,2025-07-16 23:46:10,2025-07-16 23:57:00,Team_2,Routed,Held,Counter_A,12.4,10.83,1,10.833333333333334,1,23,2,134.16666666666666
PAX65950,TAG365154,2025-07-16 11:57:00,2025-07-16 14:12:13,2025-07-16 14:32:00,Team_2,Misrouted,Cleared,Counter_C,8.73,19.77,0,19.783333333333335,0,14,2,135.21666666666667
PAX50367,TAG869584,2025-07-16 17:40:00,2025-07-16 18:33:03,2025-07-16 18:48:00,Team_1,Routed,Cleared,Counter_A,8.07,14.95,1,14.95,1,18,2,53.05
PAX93385,TAG700426,2025-07-16 15:32:00,2025-07-16 16:33:36,2025-07-16 16:52:00,Team_3,Routed,Cleared,Counter_B,7.13,18.4,0,18.4,0,16,2,61.6
PAX50383,TAG106732,2025-07-16 09:10:00,2025-07-16 10:31:32,2025-07-16 10:52:00,Team_3,Routed,Cleared,Counter_B,7.39,20.45,0,20.466666666666665,0,10,2,81.53333333333333
PAX78807,TAG537090,2025-07-16 12:29:00,2025-07-16 14:27:49,2025-07-16 14:46:00,Team_1,Routed,Cleared,Counter_C,13.42,18.18,0,18.183333333333334,0,14,2,118.81666666666666
PAX27607,TAG307639,2025-07-16 18:49:00,2025-07-16 19:54:02,2025-07-16 20:11:00,Team_3,Routed,Cleared,Counter_A,12.62,16.96,0,16.966666666666665,0,20,2,65.03333333333333
PAX34331,TAG310701,2025-07-16 04:14:00,2025-07-16 06:25:14,2025-07-16 06:47:00,Team_2,Routed,Cleared,Counter_B,19.55,21.75,0,21.766666666666666,0,6,2,131.23333333333332
PAX67767,TAG757286,2025-07-16 06:01:00,2025-07-16 08:33:09,2025-07-16 08:55:00,Team_1,Routed,Cleared,Counter_B,6.35,21.84,0,21.85,0,8,2,152.15
PAX26342,TAG390206,2025-07-16 04:54:00,2025-07-16 07:03:33,2025-07-16 07:21:00,Team_2,Routed,Cleared,Counter_C,15.46,17.44,0,17.45,0,7,2,129.55
PAX23213,TAG109968,2025-07-16 04:13:00,2025-07-16 05:55:34,2025-07-16 06:17:00,Team_3,Routed,Cleared,Counter_A,18.81,21.43,0,21.433333333333334,0,6,2,102.56666666666666
PAX22693,TAG321321,2025-07-16 19:04:00,2025-07-16 21:27:45,2025-07-16 21:50:00,Team_2,Routed,Cleared,Counter_B,6.09,22.25,0,22.25,0,21,2,143.75
